orig,dest,year,age,flow
North-West,North-West,1995,6,0
North-East,North-West,1995,6,1786
Center,North-West,1995,6,1758
South,North-West,1995,6,6228
Islands,North-West,1995,6,3271
North-West,North-East,1995,6,2440
North-East,North-East,1995,6,0
Center,North-East,1995,6,1520
South,North-East,1995,6,4644
Islands,North-East,1995,6,1573
North-West,Center,1995,6,1948
North-East,Center,1995,6,1107
Center,Center,1995,6,0
South,Center,1995,6,4820
Islands,Center,1995,6,1438
North-West,South,1995,6,2758
North-East,South,1995,6,1340
Center,South,1995,6,2757
South,South,1995,6,0
Islands,South,1995,6,904
North-West,Islands,1995,6,1600
North-East,Islands,1995,6,518
Center,Islands,1995,6,900
South,Islands,1995,6,997
Islands,Islands,1995,6,0
North-West,North-West,1995,7,0
North-East,North-West,1995,7,1508
Center,North-West,1995,7,1471
South,North-West,1995,7,4189
Islands,North-West,1995,7,2145
North-West,North-East,1995,7,1981
North-East,North-East,1995,7,0
Center,North-East,1995,7,1210
South,North-East,1995,7,2912
Islands,North-East,1995,7,1082
North-West,Center,1995,7,1675
North-East,Center,1995,7,976
Center,Center,1995,7,0
South,Center,1995,7,3573
Islands,Center,1995,7,1063
North-West,South,1995,7,2237
North-East,South,1995,7,1023
Center,South,1995,7,2234
South,South,1995,7,0
Islands,South,1995,7,561
North-West,Islands,1995,7,1285
North-East,Islands,1995,7,446
Center,Islands,1995,7,622
South,Islands,1995,7,629
Islands,Islands,1995,7,0
North-West,North-West,1995,8,0
North-East,North-West,1995,8,833
Center,North-West,1995,8,839
South,North-West,1995,8,2188
Islands,North-West,1995,8,1250
North-West,North-East,1995,8,1114
North-East,North-East,1995,8,0
Center,North-East,1995,8,674
South,North-East,1995,8,1524
Islands,North-East,1995,8,633
North-West,Center,1995,8,1037
North-East,Center,1995,8,561
Center,Center,1995,8,0
South,Center,1995,8,1871
Islands,Center,1995,8,584
North-West,South,1995,8,1438
North-East,South,1995,8,593
Center,South,1995,8,1124
South,South,1995,8,0
Islands,South,1995,8,244
North-West,Islands,1995,8,849
North-East,Islands,1995,8,282
Center,Islands,1995,8,419
South,Islands,1995,8,273
Islands,Islands,1995,8,0
North-West,North-West,1995,9,0
North-East,North-West,1995,9,506
Center,North-West,1995,9,499
South,North-West,1995,9,1120
Islands,North-West,1995,9,740
North-West,North-East,1995,9,740
North-East,North-East,1995,9,0
Center,North-East,1995,9,422
South,North-East,1995,9,848
Islands,North-East,1995,9,362
North-West,Center,1995,9,671
North-East,Center,1995,9,337
Center,Center,1995,9,0
South,Center,1995,9,1025
Islands,Center,1995,9,350
North-West,South,1995,9,894
North-East,South,1995,9,321
Center,South,1995,9,652
South,South,1995,9,0
Islands,South,1995,9,176
North-West,Islands,1995,9,545
North-East,Islands,1995,9,160
Center,Islands,1995,9,225
South,Islands,1995,9,151
Islands,Islands,1995,9,0
North-West,North-West,1995,10,0
North-East,North-West,1995,10,385
Center,North-West,1995,10,411
South,North-West,1995,10,788
Islands,North-West,1995,10,515
North-West,North-East,1995,10,611
North-East,North-East,1995,10,0
Center,North-East,1995,10,319
South,North-East,1995,10,529
Islands,North-East,1995,10,228
North-West,Center,1995,10,582
North-East,Center,1995,10,282
Center,Center,1995,10,0
South,Center,1995,10,748
Islands,Center,1995,10,285
North-West,South,1995,10,683
North-East,South,1995,10,232
Center,South,1995,10,513
South,South,1995,10,0
Islands,South,1995,10,123
North-West,Islands,1995,10,456
North-East,Islands,1995,10,113
Center,Islands,1995,10,192
South,Islands,1995,10,128
Islands,Islands,1995,10,0
North-West,North-West,1995,11,0
North-East,North-West,1995,11,308
Center,North-West,1995,11,275
South,North-West,1995,11,500
Islands,North-West,1995,11,323
North-West,North-East,1995,11,597
North-East,North-East,1995,11,0
Center,North-East,1995,11,243
South,North-East,1995,11,329
Islands,North-East,1995,11,140
North-West,Center,1995,11,478
North-East,Center,1995,11,221
Center,Center,1995,11,0
South,Center,1995,11,538
Islands,Center,1995,11,175
North-West,South,1995,11,596
North-East,South,1995,11,171
Center,South,1995,11,397
South,South,1995,11,0
Islands,South,1995,11,93
North-West,Islands,1995,11,412
North-East,Islands,1995,11,85
Center,Islands,1995,11,159
South,Islands,1995,11,92
Islands,Islands,1995,11,0
North-West,North-West,1995,12,0
North-East,North-West,1995,12,323
Center,North-West,1995,12,257
South,North-West,1995,12,435
Islands,North-West,1995,12,265
North-West,North-East,1995,12,731
North-East,North-East,1995,12,0
Center,North-East,1995,12,234
South,North-East,1995,12,255
Islands,North-East,1995,12,97
North-West,Center,1995,12,525
North-East,Center,1995,12,214
Center,Center,1995,12,0
South,Center,1995,12,510
Islands,Center,1995,12,146
North-West,South,1995,12,723
North-East,South,1995,12,171
Center,South,1995,12,447
South,South,1995,12,0
Islands,South,1995,12,83
North-West,Islands,1995,12,438
North-East,Islands,1995,12,89
Center,Islands,1995,12,166
South,Islands,1995,12,90
Islands,Islands,1995,12,0
North-West,North-West,1995,13,0
North-East,North-West,1995,13,257
Center,North-West,1995,13,225
South,North-West,1995,13,402
Islands,North-West,1995,13,215
North-West,North-East,1995,13,625
North-East,North-East,1995,13,0
Center,North-East,1995,13,177
South,North-East,1995,13,178
Islands,North-East,1995,13,72
North-West,Center,1995,13,402
North-East,Center,1995,13,157
Center,Center,1995,13,0
South,Center,1995,13,477
Islands,Center,1995,13,127
North-West,South,1995,13,651
North-East,South,1995,13,130
Center,South,1995,13,444
South,South,1995,13,0
Islands,South,1995,13,77
North-West,Islands,1995,13,365
North-East,Islands,1995,13,74
Center,Islands,1995,13,146
South,Islands,1995,13,67
Islands,Islands,1995,13,0
North-West,North-West,1995,14,0
North-East,North-West,1995,14,256
Center,North-West,1995,14,227
South,North-West,1995,14,396
Islands,North-West,1995,14,223
North-West,North-East,1995,14,491
North-East,North-East,1995,14,0
Center,North-East,1995,14,164
South,North-East,1995,14,163
Islands,North-East,1995,14,61
North-West,Center,1995,14,348
North-East,Center,1995,14,142
Center,Center,1995,14,0
South,Center,1995,14,424
Islands,Center,1995,14,112
North-West,South,1995,14,465
North-East,South,1995,14,117
Center,South,1995,14,357
South,South,1995,14,0
Islands,South,1995,14,72
North-West,Islands,1995,14,243
North-East,Islands,1995,14,36
Center,Islands,1995,14,125
South,Islands,1995,14,62
Islands,Islands,1995,14,0
North-West,North-West,1995,15,0
North-East,North-West,1995,15,243
Center,North-West,1995,15,215
South,North-West,1995,15,425
Islands,North-West,1995,15,209
North-West,North-East,1995,15,391
North-East,North-East,1995,15,0
Center,North-East,1995,15,172
South,North-East,1995,15,151
Islands,North-East,1995,15,57
North-West,Center,1995,15,262
North-East,Center,1995,15,117
Center,Center,1995,15,0
South,Center,1995,15,381
Islands,Center,1995,15,104
North-West,South,1995,15,326
North-East,South,1995,15,99
Center,South,1995,15,298
South,South,1995,15,0
Islands,South,1995,15,68
North-West,Islands,1995,15,174
North-East,Islands,1995,15,33
Center,Islands,1995,15,99
South,Islands,1995,15,58
Islands,Islands,1995,15,0
North-West,North-West,1995,16,0
North-East,North-West,1995,16,176
Center,North-West,1995,16,136
South,North-West,1995,16,306
Islands,North-West,1995,16,170
North-West,North-East,1995,16,253
North-East,North-East,1995,16,0
Center,North-East,1995,16,105
South,North-East,1995,16,101
Islands,North-East,1995,16,49
North-West,Center,1995,16,157
North-East,Center,1995,16,89
Center,Center,1995,16,0
South,Center,1995,16,241
Islands,Center,1995,16,79
North-West,South,1995,16,188
North-East,South,1995,16,48
Center,South,1995,16,177
South,South,1995,16,0
Islands,South,1995,16,34
North-West,Islands,1995,16,109
North-East,Islands,1995,16,24
Center,Islands,1995,16,53
South,Islands,1995,16,37
Islands,Islands,1995,16,0
North-West,North-West,1995,17,0
North-East,North-West,1995,17,227
Center,North-West,1995,17,163
South,North-West,1995,17,356
Islands,North-West,1995,17,179
North-West,North-East,1995,17,267
North-East,North-East,1995,17,0
Center,North-East,1995,17,128
South,North-East,1995,17,105
Islands,North-East,1995,17,41
North-West,Center,1995,17,172
North-East,Center,1995,17,104
Center,Center,1995,17,0
South,Center,1995,17,270
Islands,Center,1995,17,74
North-West,South,1995,17,171
North-East,South,1995,17,50
Center,South,1995,17,171
South,South,1995,17,0
Islands,South,1995,17,38
North-West,Islands,1995,17,89
North-East,Islands,1995,17,24
Center,Islands,1995,17,60
South,Islands,1995,17,39
Islands,Islands,1995,17,0
North-West,North-West,1995,18,0
North-East,North-West,1995,18,162
Center,North-West,1995,18,99
South,North-West,1995,18,188
Islands,North-West,1995,18,101
North-West,North-East,1995,18,174
North-East,North-East,1995,18,0
Center,North-East,1995,18,82
South,North-East,1995,18,63
Islands,North-East,1995,18,25
North-West,Center,1995,18,113
North-East,Center,1995,18,50
Center,Center,1995,18,0
South,Center,1995,18,147
Islands,Center,1995,18,41
North-West,South,1995,18,82
North-East,South,1995,18,26
Center,South,1995,18,81
South,South,1995,18,0
Islands,South,1995,18,27
North-West,Islands,1995,18,47
North-East,Islands,1995,18,15
Center,Islands,1995,18,32
South,Islands,1995,18,22
Islands,Islands,1995,18,0
North-West,North-West,1995,19,0
North-East,North-West,1995,19,43
Center,North-West,1995,19,35
South,North-West,1995,19,56
Islands,North-West,1995,19,34
North-West,North-East,1995,19,61
North-East,North-East,1995,19,0
Center,North-East,1995,19,23
South,North-East,1995,19,26
Islands,North-East,1995,19,7
North-West,Center,1995,19,34
North-East,Center,1995,19,27
Center,Center,1995,19,0
South,Center,1995,19,51
Islands,Center,1995,19,11
North-West,South,1995,19,26
North-East,South,1995,19,12
Center,South,1995,19,34
South,South,1995,19,0
Islands,South,1995,19,7
North-West,Islands,1995,19,12
North-East,Islands,1995,19,4
Center,Islands,1995,19,7
South,Islands,1995,19,4
Islands,Islands,1995,19,0
North-West,North-West,1995,20,0
North-East,North-West,1995,20,10
Center,North-West,1995,20,7
South,North-West,1995,20,23
Islands,North-West,1995,20,11
North-West,North-East,1995,20,12
North-East,North-East,1995,20,0
Center,North-East,1995,20,4
South,North-East,1995,20,15
Islands,North-East,1995,20,9
North-West,Center,1995,20,15
North-East,Center,1995,20,2
Center,Center,1995,20,0
South,Center,1995,20,18
Islands,Center,1995,20,5
North-West,South,1995,20,10
North-East,South,1995,20,6
Center,South,1995,20,11
South,South,1995,20,0
Islands,South,1995,20,3
North-West,Islands,1995,20,5
North-East,Islands,1995,20,1
Center,Islands,1995,20,3
South,Islands,1995,20,1
Islands,Islands,1995,20,0
North-West,North-West,2000,1,0
North-East,North-West,2000,1,771
Center,North-West,2000,1,705
South,North-West,2000,1,2080
Islands,North-West,2000,1,1321
North-West,North-East,2000,1,903
North-East,North-East,2000,1,0
Center,North-East,2000,1,640
South,North-East,2000,1,2147
Islands,North-East,2000,1,991
North-West,Center,2000,1,824
North-East,Center,2000,1,611
Center,Center,2000,1,0
South,Center,2000,1,2358
Islands,Center,2000,1,751
North-West,South,2000,1,1369
North-East,South,2000,1,1045
Center,South,2000,1,1174
South,South,2000,1,0
Islands,South,2000,1,380
North-West,Islands,2000,1,840
North-East,Islands,2000,1,399
Center,Islands,2000,1,346
South,Islands,2000,1,319
Islands,Islands,2000,1,0
North-West,North-West,2000,2,0
North-East,North-West,2000,2,426
Center,North-West,2000,2,411
South,North-West,2000,2,1511
Islands,North-West,2000,2,1037
North-West,North-East,2000,2,598
North-East,North-East,2000,2,0
Center,North-East,2000,2,404
South,North-East,2000,2,1619
Islands,North-East,2000,2,813
North-West,Center,2000,2,573
North-East,Center,2000,2,339
Center,Center,2000,2,0
South,Center,2000,2,1615
Islands,Center,2000,2,628
North-West,South,2000,2,924
North-East,South,2000,2,606
Center,South,2000,2,773
South,South,2000,2,0
Islands,South,2000,2,218
North-West,Islands,2000,2,637
North-East,Islands,2000,2,280
Center,Islands,2000,2,273
South,Islands,2000,2,212
Islands,Islands,2000,2,0
North-West,North-West,2000,3,0
North-East,North-West,2000,3,285
Center,North-West,2000,3,268
South,North-West,2000,3,1200
Islands,North-West,2000,3,811
North-West,North-East,2000,3,436
North-East,North-East,2000,3,0
Center,North-East,2000,3,285
South,North-East,2000,3,1252
Islands,North-East,2000,3,684
North-West,Center,2000,3,386
North-East,Center,2000,3,259
Center,Center,2000,3,0
South,Center,2000,3,1236
Islands,Center,2000,3,535
North-West,South,2000,3,687
North-East,South,2000,3,391
Center,South,2000,3,508
South,South,2000,3,0
Islands,South,2000,3,134
North-West,Islands,2000,3,471
North-East,Islands,2000,3,198
Center,Islands,2000,3,201
South,Islands,2000,3,128
Islands,Islands,2000,3,0
North-West,North-West,2000,4,0
North-East,North-West,2000,4,319
Center,North-West,2000,4,298
South,North-West,2000,4,1456
Islands,North-West,2000,4,1060
North-West,North-East,2000,4,479
North-East,North-East,2000,4,0
Center,North-East,2000,4,314
South,North-East,2000,4,1513
Islands,North-East,2000,4,781
North-West,Center,2000,4,340
North-East,Center,2000,4,226
Center,Center,2000,4,0
South,Center,2000,4,1396
Islands,Center,2000,4,562
North-West,South,2000,4,702
North-East,South,2000,4,408
Center,South,2000,4,477
South,South,2000,4,0
Islands,South,2000,4,134
North-West,Islands,2000,4,506
North-East,Islands,2000,4,212
Center,Islands,2000,4,193
South,Islands,2000,4,120
Islands,Islands,2000,4,0
North-West,North-West,2000,5,0
North-East,North-West,2000,5,960
Center,North-West,2000,5,1014
South,North-West,2000,5,5279
Islands,North-West,2000,5,2931
North-West,North-East,2000,5,1272
North-East,North-East,2000,5,0
Center,North-East,2000,5,1093
South,North-East,2000,5,5586
Islands,North-East,2000,5,2154
North-West,Center,2000,5,862
North-East,Center,2000,5,592
Center,Center,2000,5,0
South,Center,2000,5,4092
Islands,Center,2000,5,1311
North-West,South,2000,5,1689
North-East,South,2000,5,1301
Center,South,2000,5,1324
South,South,2000,5,0
Islands,South,2000,5,419
North-West,Islands,2000,5,1092
North-East,Islands,2000,5,549
Center,Islands,2000,5,444
South,Islands,2000,5,440
Islands,Islands,2000,5,0
North-West,North-West,2000,6,0
North-East,North-West,2000,6,2081
Center,North-West,2000,6,1995
South,North-West,2000,6,7101
Islands,North-West,2000,6,3827
North-West,North-East,2000,6,2642
North-East,North-East,2000,6,0
Center,North-East,2000,6,2025
South,North-East,2000,6,7242
Islands,North-East,2000,6,2806
North-West,Center,2000,6,2045
North-East,Center,2000,6,1446
Center,Center,2000,6,0
South,Center,2000,6,6754
Islands,Center,2000,6,1941
North-West,South,2000,6,3186
North-East,South,2000,6,2094
Center,South,2000,6,2840
South,South,2000,6,0
Islands,South,2000,6,831
North-West,Islands,2000,6,1527
North-East,Islands,2000,6,810
Center,Islands,2000,6,739
South,Islands,2000,6,793
Islands,Islands,2000,6,0
North-West,North-West,2000,7,0
North-East,North-West,2000,7,1982
Center,North-West,2000,7,2000
South,North-West,2000,7,5222
Islands,North-West,2000,7,2700
North-West,North-East,2000,7,2471
North-East,North-East,2000,7,0
Center,North-East,2000,7,1803
South,North-East,2000,7,4862
Islands,North-East,2000,7,1966
North-West,Center,2000,7,1974
North-East,Center,2000,7,1474
Center,Center,2000,7,0
South,Center,2000,7,5748
Islands,Center,2000,7,1576
North-West,South,2000,7,2643
North-East,South,2000,7,1707
Center,South,2000,7,2354
South,South,2000,7,0
Islands,South,2000,7,653
North-West,Islands,2000,7,1393
North-East,Islands,2000,7,641
Center,Islands,2000,7,665
South,Islands,2000,7,595
Islands,Islands,2000,7,0
North-West,North-West,2000,8,0
North-East,North-West,2000,8,1292
Center,North-West,2000,8,1286
South,North-West,2000,8,2728
Islands,North-West,2000,8,1595
North-West,North-East,2000,8,1665
North-East,North-East,2000,8,0
Center,North-East,2000,8,1166
South,North-East,2000,8,2630
Islands,North-East,2000,8,1199
North-West,Center,2000,8,1448
North-East,Center,2000,8,987
Center,Center,2000,8,0
South,Center,2000,8,3264
Islands,Center,2000,8,986
North-West,South,2000,8,1579
North-East,South,2000,8,956
Center,South,2000,8,1402
South,South,2000,8,0
Islands,South,2000,8,302
North-West,Islands,2000,8,910
North-East,Islands,2000,8,387
Center,Islands,2000,8,473
South,Islands,2000,8,339
Islands,Islands,2000,8,0
North-West,North-West,2000,9,0
North-East,North-West,2000,9,689
Center,North-West,2000,9,730
South,North-West,2000,9,1404
Islands,North-West,2000,9,938
North-West,North-East,2000,9,954
North-East,North-East,2000,9,0
Center,North-East,2000,9,711
South,North-East,2000,9,1407
Islands,North-East,2000,9,680
North-West,Center,2000,9,862
North-East,Center,2000,9,570
Center,Center,2000,9,0
South,Center,2000,9,1639
Islands,Center,2000,9,576
North-West,South,2000,9,948
North-East,South,2000,9,505
Center,South,2000,9,810
South,South,2000,9,0
Islands,South,2000,9,152
North-West,Islands,2000,9,590
North-East,Islands,2000,9,242
Center,Islands,2000,9,284
South,Islands,2000,9,158
Islands,Islands,2000,9,0
North-West,North-West,2000,10,0
North-East,North-West,2000,10,449
Center,North-West,2000,10,427
South,North-West,2000,10,787
Islands,North-West,2000,10,548
North-West,North-East,2000,10,630
North-East,North-East,2000,10,0
Center,North-East,2000,10,385
South,North-East,2000,10,762
Islands,North-East,2000,10,422
North-West,Center,2000,10,567
North-East,Center,2000,10,373
Center,Center,2000,10,0
South,Center,2000,10,984
Islands,Center,2000,10,381
North-West,South,2000,10,621
North-East,South,2000,10,307
Center,South,2000,10,528
South,South,2000,10,0
Islands,South,2000,10,102
North-West,Islands,2000,10,401
North-East,Islands,2000,10,162
Center,Islands,2000,10,185
South,Islands,2000,10,112
Islands,Islands,2000,10,0
North-West,North-West,2000,11,0
North-East,North-West,2000,11,376
Center,North-West,2000,11,329
South,North-West,2000,11,599
Islands,North-West,2000,11,409
North-West,North-East,2000,11,620
North-East,North-East,2000,11,0
Center,North-East,2000,11,303
South,North-East,2000,11,511
Islands,North-East,2000,11,276
North-West,Center,2000,11,545
North-East,Center,2000,11,321
Center,Center,2000,11,0
South,Center,2000,11,810
Islands,Center,2000,11,295
North-West,South,2000,11,618
North-East,South,2000,11,246
Center,South,2000,11,488
South,South,2000,11,0
Islands,South,2000,11,77
North-West,Islands,2000,11,409
North-East,Islands,2000,11,136
Center,Islands,2000,11,178
South,Islands,2000,11,84
Islands,Islands,2000,11,0
North-West,North-West,2000,12,0
North-East,North-West,2000,12,298
Center,North-West,2000,12,250
South,North-West,2000,12,427
Islands,North-West,2000,12,281
North-West,North-East,2000,12,603
North-East,North-East,2000,12,0
Center,North-East,2000,12,253
South,North-East,2000,12,309
Islands,North-East,2000,12,169
North-West,Center,2000,12,507
North-East,Center,2000,12,263
Center,Center,2000,12,0
South,Center,2000,12,608
Islands,Center,2000,12,205
North-West,South,2000,12,619
North-East,South,2000,12,182
Center,South,2000,12,449
South,South,2000,12,0
Islands,South,2000,12,60
North-West,Islands,2000,12,415
North-East,Islands,2000,12,107
Center,Islands,2000,12,175
South,Islands,2000,12,75
Islands,Islands,2000,12,0
North-West,North-West,2000,13,0
North-East,North-West,2000,13,313
Center,North-West,2000,13,255
South,North-West,2000,13,420
Islands,North-West,2000,13,247
North-West,North-East,2000,13,598
North-East,North-East,2000,13,0
Center,North-East,2000,13,241
South,North-East,2000,13,244
Islands,North-East,2000,13,101
North-West,Center,2000,13,465
North-East,Center,2000,13,234
Center,Center,2000,13,0
South,Center,2000,13,632
Islands,Center,2000,13,180
North-West,South,2000,13,625
North-East,South,2000,13,190
Center,South,2000,13,493
South,South,2000,13,0
Islands,South,2000,13,70
North-West,Islands,2000,13,413
North-East,Islands,2000,13,93
Center,Islands,2000,13,170
South,Islands,2000,13,72
Islands,Islands,2000,13,0
North-West,North-West,2000,14,0
North-East,North-West,2000,14,248
Center,North-West,2000,14,186
South,North-West,2000,14,384
Islands,North-West,2000,14,178
North-West,North-East,2000,14,448
North-East,North-East,2000,14,0
Center,North-East,2000,14,201
South,North-East,2000,14,177
Islands,North-East,2000,14,85
North-West,Center,2000,14,332
North-East,Center,2000,14,165
Center,Center,2000,14,0
South,Center,2000,14,522
Islands,Center,2000,14,149
North-West,South,2000,14,462
North-East,South,2000,14,140
Center,South,2000,14,398
South,South,2000,14,0
Islands,South,2000,14,50
North-West,Islands,2000,14,261
North-East,Islands,2000,14,60
Center,Islands,2000,14,137
South,Islands,2000,14,67
Islands,Islands,2000,14,0
North-West,North-West,2000,15,0
North-East,North-West,2000,15,231
Center,North-West,2000,15,210
South,North-West,2000,15,402
Islands,North-West,2000,15,219
North-West,North-East,2000,15,350
North-East,North-East,2000,15,0
Center,North-East,2000,15,149
South,North-East,2000,15,167
Islands,North-East,2000,15,64
North-West,Center,2000,15,267
North-East,Center,2000,15,151
Center,Center,2000,15,0
South,Center,2000,15,486
Islands,Center,2000,15,112
North-West,South,2000,15,331
North-East,South,2000,15,93
Center,South,2000,15,324
South,South,2000,15,0
Islands,South,2000,15,43
North-West,Islands,2000,15,176
North-East,Islands,2000,15,50
Center,Islands,2000,15,119
South,Islands,2000,15,52
Islands,Islands,2000,15,0
North-West,North-West,2000,16,0
North-East,North-West,2000,16,253
Center,North-West,2000,16,186
South,North-West,2000,16,405
Islands,North-West,2000,16,216
North-West,North-East,2000,16,337
North-East,North-East,2000,16,0
Center,North-East,2000,16,160
South,North-East,2000,16,162
Islands,North-East,2000,16,54
North-West,Center,2000,16,228
North-East,Center,2000,16,148
Center,Center,2000,16,0
South,Center,2000,16,444
Islands,Center,2000,16,116
North-West,South,2000,16,243
North-East,South,2000,16,71
Center,South,2000,16,268
South,South,2000,16,0
Islands,South,2000,16,44
North-West,Islands,2000,16,152
North-East,Islands,2000,16,32
Center,Islands,2000,16,87
South,Islands,2000,16,48
Islands,Islands,2000,16,0
North-West,North-West,2000,17,0
North-East,North-West,2000,17,158
Center,North-West,2000,17,133
South,North-West,2000,17,271
Islands,North-West,2000,17,129
North-West,North-East,2000,17,212
North-East,North-East,2000,17,0
Center,North-East,2000,17,91
South,North-East,2000,17,102
Islands,North-East,2000,17,41
North-West,Center,2000,17,132
North-East,Center,2000,17,97
Center,Center,2000,17,0
South,Center,2000,17,300
Islands,Center,2000,17,71
North-West,South,2000,17,141
North-East,South,2000,17,47
Center,South,2000,17,149
South,South,2000,17,0
Islands,South,2000,17,33
North-West,Islands,2000,17,77
North-East,Islands,2000,17,15
Center,Islands,2000,17,52
South,Islands,2000,17,28
Islands,Islands,2000,17,0
North-West,North-West,2000,18,0
North-East,North-West,2000,18,183
Center,North-West,2000,18,124
South,North-West,2000,18,233
Islands,North-West,2000,18,117
North-West,North-East,2000,18,197
North-East,North-East,2000,18,0
Center,North-East,2000,18,112
South,North-East,2000,18,75
Islands,North-East,2000,18,32
North-West,Center,2000,18,102
North-East,Center,2000,18,102
Center,Center,2000,18,0
South,Center,2000,18,235
Islands,Center,2000,18,57
North-West,South,2000,18,94
North-East,South,2000,18,38
Center,South,2000,18,127
South,South,2000,18,0
Islands,South,2000,18,23
North-West,Islands,2000,18,56
North-East,Islands,2000,18,26
Center,Islands,2000,18,38
South,Islands,2000,18,18
Islands,Islands,2000,18,0
North-West,North-West,2000,19,0
North-East,North-West,2000,19,74
Center,North-West,2000,19,59
South,North-West,2000,19,86
Islands,North-West,2000,19,36
North-West,North-East,2000,19,90
North-East,North-East,2000,19,0
Center,North-East,2000,19,36
South,North-East,2000,19,28
Islands,North-East,2000,19,14
North-West,Center,2000,19,56
North-East,Center,2000,19,34
Center,Center,2000,19,0
South,Center,2000,19,97
Islands,Center,2000,19,25
North-West,South,2000,19,48
North-East,South,2000,19,11
Center,South,2000,19,45
South,South,2000,19,0
Islands,South,2000,19,8
North-West,Islands,2000,19,22
North-East,Islands,2000,19,9
Center,Islands,2000,19,13
South,Islands,2000,19,6
Islands,Islands,2000,19,0
North-West,North-West,2000,20,0
North-East,North-West,2000,20,21
Center,North-West,2000,20,16
South,North-West,2000,20,25
Islands,North-West,2000,20,10
North-West,North-East,2000,20,30
North-East,North-East,2000,20,0
Center,North-East,2000,20,11
South,North-East,2000,20,13
Islands,North-East,2000,20,6
North-West,Center,2000,20,22
North-East,Center,2000,20,11
Center,Center,2000,20,0
South,Center,2000,20,32
Islands,Center,2000,20,9
North-West,South,2000,20,21
North-East,South,2000,20,4
Center,South,2000,20,15
South,South,2000,20,0
Islands,South,2000,20,4
North-West,Islands,2000,20,12
North-East,Islands,2000,20,5
Center,Islands,2000,20,3
South,Islands,2000,20,4
Islands,Islands,2000,20,0
